variant,query_set,publication_status,case_id,source_case_id,case_type,exact_sales_code,candidate_count_after_product_filter,expected_no_evidence,gate_blocked,ranked_result_count,hit_at_1,hit_at_3,hit_at_5,recall_at_1,recall_at_3,recall_at_5,mrr_at_5,ndcg_at_5,first_relevant_rank,no_evidence_success,wrong_product_hit_count,forbidden_model_hit_count,invalid_role_hit_count,ranking_latency_ms,passed
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-031,,POSITIVE,WPUIAC606SNW,59,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1904,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-032,,POSITIVE,WPUIAC606SNW,59,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1816,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-033,,POSITIVE,WPUIAC606SNW,59,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.1739,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-034,,POSITIVE,WPUIAC606SNW,59,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1143,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-035,,POSITIVE,WPUIAC606SNW,59,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1029,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-036,,POSITIVE,WPUIAC606SNW,59,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0888,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-037,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.4498,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-038,,POSITIVE,WPUJAC104DWH,49,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0992,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-039,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1022,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-040,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1464,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-041,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1339,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-042,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0907,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-043,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0609,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-001,,NEGATIVE,WPUJAC104DWH,49,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-002,,NEGATIVE,WPUIAC425SNW,62,True,False,5,,,,,,,,,,False,0,5,0,0.0946,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-003,,NEGATIVE,WPUIAC606SNW,59,True,False,5,,,,,,,,,,False,0,5,0,0.1447,False
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-004,,NEGATIVE,WPUJCC104D,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-005,,NEGATIVE,WPUIAC506SNW,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-006,,NEGATIVE,UNVERIFIED_FAQ,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-007,,NEGATIVE,WPUIAC999ZZZ,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
fixed512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0008,RAGV2-GOLD-0008,POSITIVE,WPUJAC104DWH,49,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.1327,True
fixed512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0010,RAGV2-GOLD-0010,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1292,True
fixed512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0011,RAGV2-GOLD-0011,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1121,True
fixed512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0012,RAGV2-GOLD-0012,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1251,True
fixed512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0013,RAGV2-GOLD-0013,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.1236,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-001,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.430677,4,,0,0,0,0.2243,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-002,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1216,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-003,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0893,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-004,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0701,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-005,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.0756,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-006,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0877,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-007,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.075,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-008,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.430677,4,,0,0,0,0.0728,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-009,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0679,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-010,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.232,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-011,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0795,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-012,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.1071,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-013,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0804,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-014,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0901,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-015,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.0812,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-016,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0767,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-017,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0747,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-018,,POSITIVE,WPUIAC425SNW,43,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.430677,4,,0,0,0,0.0524,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-019,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1269,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-020,,POSITIVE,WPUIAC606SNW,42,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0703,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-021,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.091,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-022,,POSITIVE,WPUIAC606SNW,42,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0486,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-023,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.3251,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-024,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.2205,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-025,,POSITIVE,WPUIAC606SNW,42,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.094,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-026,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0853,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-027,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0724,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-028,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0663,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-029,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0649,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-030,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.1647,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-031,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.108,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-032,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.067,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-033,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.055,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-034,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0505,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-035,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0491,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-036,,POSITIVE,WPUIAC606SNW,42,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0661,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-037,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.1616,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-038,,POSITIVE,WPUJAC104DWH,49,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0807,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-039,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0531,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-040,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0515,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-041,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0569,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-042,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0539,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-043,,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0822,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-001,,NEGATIVE,WPUJAC104DWH,49,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-002,,NEGATIVE,WPUIAC425SNW,43,True,False,5,,,,,,,,,,False,0,5,0,0.0786,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-003,,NEGATIVE,WPUIAC606SNW,42,True,False,5,,,,,,,,,,False,0,5,0,0.0563,False
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-004,,NEGATIVE,WPUJCC104D,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-005,,NEGATIVE,WPUIAC506SNW,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-006,,NEGATIVE,UNVERIFIED_FAQ,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
section_aware_512,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-NEG-007,,NEGATIVE,WPUIAC999ZZZ,0,True,True,0,,,,,,,,,,True,0,0,0,0.0,True
section_aware_512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0008,RAGV2-GOLD-0008,POSITIVE,WPUJAC104DWH,49,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0841,True
section_aware_512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0010,RAGV2-GOLD-0010,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.1008,True
section_aware_512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0011,RAGV2-GOLD-0011,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0665,True
section_aware_512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0012,RAGV2-GOLD-0012,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.057,True
section_aware_512,SUPPLEMENTAL_FAQ_DRAFT,UNREVIEWED_DRAFT_DIAGNOSTIC_ONLY,SUPP-RAGV2-GOLD-0013,RAGV2-GOLD-0013,POSITIVE,WPUJAC104DWH,49,False,False,5,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.386853,5,,0,0,0,0.2328,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-001,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.336,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-002,,POSITIVE,WPUIAC425SNW,76,False,False,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.2173,True
parent_child_256,PRIMARY_E01_50,E01_CONTRACT_REUSE,RAG3-POS-003,,POSITIVE,WPUIAC425SNW,76,False,False,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.146,True
