document_id,product_model,scope_role,page,topic,matched_keywords,review_status
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,4,leak,물이 새,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,5,leak,누수,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,6,taste_odor,물맛,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,6,leak,누수,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,6,hot_temperature,온수가,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,6,noise,소음,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,7,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,7,taste_odor,물맛,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,7,leak,누수,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,9,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,12,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,14,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,14,hot_temperature,온수 잠금,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,15,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,16,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,17,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,18,low_flow_no_water,출수량,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,25,hot_temperature,온수 잠금,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,34,leak,누수,visual_review_pending
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,37,low_flow_no_water,출수량;출수되지,text_and_visual_verified
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,37,cold_temperature,냉수가 차갑지;냉수 온도,text_and_visual_verified
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,37,noise,소음;소리가,text_and_visual_verified
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,38,low_flow_no_water,출수량,text_and_visual_verified
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,38,taste_odor,맛과 냄새;불쾌한 맛,text_and_visual_verified
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,38,leak,누수,text_and_visual_verified
MAN-SKMAGIC-WPU-JAC104D-JCC104D-REV00,WPU-JAC104D / WPU-JCC104D,mvp_primary,39,hot_temperature,온수가;온수 잠금,text_and_visual_verified
MAN-SKMAGIC-WPU-IAC425-REV02,WPU-IAC425,expansion_secondary,4,leak,물이 새,visual_review_pending
