scenario_id,category,runtime_name,repeat,model_code,goal_success,status,risk_level,guidance_status,evidence_count,followup_count,retrieval_outcome,awaiting_customer_input,search_calls,llm_calls,tokens_used,latency_ms,hop_count,has_feedback_handoff,trace_preserved,raw_symptom_leaked_to_multi_metadata
DANGER_COMPOSITE,PARITY_DANGER,single_rag,1,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,1.54,0,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,multi_agent,1,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.206,3,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,single_rag,1,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,3.373,0,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,multi_agent,1,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,0.394,3,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,single_rag,1,WPUJAC104DWH,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.58,0,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,multi_agent,1,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.465,5,True,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,1,WPUIAC425SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.524,0,False,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,1,WPUIAC425SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.401,5,True,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,1,WPUIAC606SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.4,0,False,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,1,WPUIAC606SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.401,5,True,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,single_rag,1,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,9.02,0,False,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,multi_agent,1,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,0.401,4,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,single_rag,1,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,3.661,0,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,multi_agent,1,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,0.584,4,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,single_rag,2,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.476,0,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,multi_agent,2,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.526,4,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,single_rag,2,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.674,0,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,multi_agent,2,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.546,4,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,single_rag,2,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.574,0,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,multi_agent,2,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.522,4,False,True,False
DANGER_LEAK,PARITY_DANGER,single_rag,2,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.398,0,False,True,False
DANGER_LEAK,PARITY_DANGER,multi_agent,2,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.335,3,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,single_rag,2,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.458,0,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,multi_agent,2,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.31,3,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,single_rag,2,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.403,0,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,multi_agent,2,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.333,3,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,single_rag,2,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,2.88,0,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,multi_agent,2,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,0.339,3,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,single_rag,2,WPUJAC104DWH,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.194,0,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,multi_agent,2,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.398,5,True,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,2,WPUIAC425SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.216,0,False,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,2,WPUIAC425SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.372,5,True,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,2,WPUIAC606SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.205,0,False,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,2,WPUIAC606SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.373,5,True,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,single_rag,2,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,3.225,0,False,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,multi_agent,2,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,0.402,4,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,single_rag,2,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,3.372,0,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,multi_agent,2,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,0.516,4,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,single_rag,3,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.522,0,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,multi_agent,3,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.521,4,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,single_rag,3,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.351,0,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,multi_agent,3,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.505,4,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,single_rag,3,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.437,0,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,multi_agent,3,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.519,4,False,True,False
DANGER_LEAK,PARITY_DANGER,single_rag,3,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.405,0,False,True,False
DANGER_LEAK,PARITY_DANGER,multi_agent,3,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.336,3,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,single_rag,3,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.389,0,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,multi_agent,3,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.305,3,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,single_rag,3,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.432,0,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,multi_agent,3,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.321,3,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,single_rag,3,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,2.828,0,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,multi_agent,3,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,0.353,3,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,single_rag,3,WPUJAC104DWH,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.227,0,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,multi_agent,3,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.391,5,True,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,3,WPUIAC425SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.214,0,False,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,3,WPUIAC425SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.372,5,True,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,3,WPUIAC606SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.218,0,False,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,3,WPUIAC606SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.374,5,True,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,single_rag,3,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,3.214,0,False,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,multi_agent,3,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,0.391,4,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,single_rag,3,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,3.417,0,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,multi_agent,3,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,0.532,4,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,single_rag,4,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.379,0,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,multi_agent,4,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.526,4,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,single_rag,4,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.36,0,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,multi_agent,4,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.506,4,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,single_rag,4,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.482,0,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,multi_agent,4,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.524,4,False,True,False
DANGER_LEAK,PARITY_DANGER,single_rag,4,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.415,0,False,True,False
DANGER_LEAK,PARITY_DANGER,multi_agent,4,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.307,3,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,single_rag,4,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.446,0,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,multi_agent,4,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.307,3,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,single_rag,4,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.388,0,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,multi_agent,4,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.334,3,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,single_rag,4,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,2.942,0,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,multi_agent,4,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,0.334,3,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,single_rag,4,WPUJAC104DWH,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.185,0,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,multi_agent,4,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.387,5,True,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,4,WPUIAC425SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.226,0,False,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,4,WPUIAC425SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.371,5,True,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,4,WPUIAC606SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.195,0,False,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,4,WPUIAC606SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.372,5,True,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,single_rag,4,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,3.222,0,False,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,multi_agent,4,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,0.373,4,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,single_rag,4,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,3.373,0,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,multi_agent,4,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,0.532,4,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,single_rag,5,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.344,0,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,multi_agent,5,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.521,4,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,single_rag,5,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.344,0,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,multi_agent,5,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.501,4,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,single_rag,5,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.318,0,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,multi_agent,5,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.519,4,False,True,False
DANGER_LEAK,PARITY_DANGER,single_rag,5,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.387,0,False,True,False
DANGER_LEAK,PARITY_DANGER,multi_agent,5,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.306,3,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,single_rag,5,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.413,0,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,multi_agent,5,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.303,3,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,single_rag,5,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.429,0,False,True,False
DANGER_COMPOSITE,PARITY_DANGER,multi_agent,5,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.32,3,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,single_rag,5,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,2.852,0,False,True,False
PRE_RETRIEVAL_TASTE_CLARIFICATION,PARITY_CLARIFICATION,multi_agent,5,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,4,NOT_RUN,True,0,0,,0.331,3,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,single_rag,5,WPUJAC104DWH,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.226,0,False,True,False
FEEDBACK_GAP_WPUJAC104DWH,MULTI_FEEDBACK_ADVANTAGE,multi_agent,5,WPUJAC104DWH,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.386,5,True,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,5,WPUIAC425SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.208,0,False,True,False
FEEDBACK_GAP_WPUIAC425SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,5,WPUIAC425SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.37,5,True,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,single_rag,5,WPUIAC606SNW,False,FALLBACK,caution,PENDING_CONSULTATION,0,3,NO_MATCH,False,1,0,,3.213,0,False,True,False
FEEDBACK_GAP_WPUIAC606SNW,MULTI_FEEDBACK_ADVANTAGE,multi_agent,5,WPUIAC606SNW,True,SUCCEEDED,caution,PENDING_CONSULTATION,0,3,NO_MATCH,True,1,0,,0.37,5,True,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,single_rag,5,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,3.193,0,False,True,False
TASTE_NOT_APPLICABLE,PARITY_NO_EVIDENCE,multi_agent,5,WPUJAC104DWH,True,FALLBACK,caution,PENDING_CONSULTATION,0,0,NO_MATCH,False,1,0,,0.377,4,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,single_rag,5,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,3.413,0,False,True,False
TASTE_APPLICABLE,PARITY_NORMAL,multi_agent,5,WPUJAC104DWH,True,SUCCEEDED,general,NORMAL,1,0,AVAILABLE,False,1,1,18,0.513,4,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,single_rag,6,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.393,0,False,True,False
NORMAL_WPUJAC104DWH,PARITY_NORMAL,multi_agent,6,WPUJAC104DWH,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.505,4,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,single_rag,6,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.375,0,False,True,False
NORMAL_WPUIAC425SNW,PARITY_NORMAL,multi_agent,6,WPUIAC425SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.506,4,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,single_rag,6,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,3.398,0,False,True,False
NORMAL_WPUIAC606SNW,PARITY_NORMAL,multi_agent,6,WPUIAC606SNW,True,SUCCEEDED,caution,PARTIAL_STOP,1,0,AVAILABLE,False,1,1,18,0.503,4,False,True,False
DANGER_LEAK,PARITY_DANGER,single_rag,6,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.413,0,False,True,False
DANGER_LEAK,PARITY_DANGER,multi_agent,6,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,0.31,3,False,True,False
DANGER_ELECTRICAL,PARITY_DANGER,single_rag,6,WPUJAC104DWH,True,SUCCEEDED,danger,TOTAL_STOP,0,0,NOT_RUN,False,0,0,,2.423,0,False,True,False
